diacritic_pos	diacritic_freq	no_diacritic_pos	no_diacritic_freq	total_freq	cnt	detected
2	0	2	0	0	17453	2
2	0	2	0	0	17454	2
2	0	2	0	0	17455	2
2	0	2	3	3	17456	2
2	0	2	0	0	17457	2
2	0	2	0	0	17458	2
2	0	2	0	0	17459	2
2	0	2	0	0	17460	2
2	0	2	0	0	17461	2
2	0	2	0	0	17462	2
2	0	2	0	0	17463	2
2	0	2	0	0	17464	2
2	0	2	0	0	17465	2
2	0	2	0	0	17466	2
2	0	2	0	0	17467	2
2	0	2	0	0	17468	2
2	0	2	0	0	17469	2
2	0	2	0	0	17470	2
2	0	2	0	0	17471	2
2	0	2	0	0	17472	2
2	0	2	0	0	17473	2
2	0	2	0	0	17474	2
2	0	2	0	0	17475	2
2	0	2	0	0	17476	2
2	0	2	0	0	17477	2
2	0	2	0	0	17478	2
2	0	2	0	0	17479	2
2	0	2	0	0	17480	2
2	0	2	0	0	17481	2
2	0	2	0	0	17482	2
2	0	2	0	0	17483	2
2	0	2	0	0	17484	2
2	0	2	0	0	17485	2
2	0	2	0	0	17486	2
2	0	2	0	0	17487	2
2	0	2	0	0	17488	2
2	0	2	0	0	17489	2
2	0	2	0	0	17490	2
2	0	2	0	0	17491	2
2	0	2	0	0	17492	2
2	0	2	0	0	17493	2
2	0	2	0	0	17494	2
2	0	2	0	0	17495	2
2	0	2	0	0	17496	2
2	0	2	0	0	17497	2
2	0	2	0	0	17498	2
2	0	2	0	0	17499	2
2	0	2	0	0	17500	2
2	0	2	0	0	17501	2
2	0	2	0	0	17502	2
2	0	2	0	0	17503	2
2	0	2	0	0	17504	2
2	0	2	0	0	17505	2
2	0	2	0	0	17506	2
2	0	2	0	0	17507	2
2	0	2	0	0	17508	2
2	0	2	0	0	17509	2
2	0	2	0	0	17510	2
2	0	2	0	0	17511	2
2	0	2	0	0	17512	2
2	0	2	0	0	17513	2
2	0	2	0	0	17514	2
2	0	2	0	0	17515	2
2	0	2	0	0	17516	2
2	0	2	0	0	17517	2
2	0	2	0	0	17518	2
2	0	2	0	0	17519	2
2	0	2	0	0	17520	2
2	0	2	0	0	17521	2
2	0	2	0	0	17522	2
2	0	2	0	0	17523	2
2	0	2	0	0	17524	2
2	0	2	0	0	17525	2
2	0	2	0	0	17526	2
2	0	2	0	0	17527	2
2	0	2	0	0	17528	2
2	0	2	0	0	17529	2
2	0	2	0	0	17530	2
2	0	2	0	0	17531	2
2	0	2	0	0	17532	2
2	0	2	0	0	17533	2
2	0	2	1	1	17534	2
2	0	2	1	1	17535	2
2	0	2	1	1	17536	2
2	0	2	0	0	17537	2
2	0	2	0	0	17538	2
2	0	2	0	0	17539	2
2	0	2	0	0	17540	2
2	0	2	0	0	17541	2
2	0	2	0	0	17542	2
2	0	2	0	0	17543	2
2	0	2	0	0	17544	2
2	0	2	0	0	17545	2
2	0	2	0	0	17546	2
2	0	2	0	0	17547	2
2	0	2	0	0	17548	2
2	0	2	0	0	17549	2
2	0	2	0	0	17550	2
2	0	2	0	0	17551	2
2	0	2	0	0	17552	2
2	0	2	0	0	17553	2
2	0	2	0	0	17554	2
2	0	2	0	0	17555	2
2	0	2	0	0	17556	2
2	0	2	0	0	17557	2
2	0	2	0	0	17558	2
2	0	2	0	0	17559	2
2	0	2	0	0	17560	2
2	0	2	0	0	17561	2
2	0	2	0	0	17562	2
2	0	2	0	0	17563	2
2	0	2	0	0	17564	2
2	0	2	0	0	17565	2
2	0	2	0	0	17566	2
2	0	2	0	0	17567	2
2	0	2	0	0	17568	2
2	0	2	0	0	17569	2
2	0	2	0	0	17570	2
2	0	2	0	0	17571	2
2	0	2	0	0	17572	2
2	0	2	0	0	17573	2
2	0	2	0	0	17574	2
2	0	2	0	0	17575	2
2	0	2	0	0	17576	2
2	0	2	0	0	17577	2
2	0	2	0	0	17578	2
2	0	2	0	0	17579	2
2	0	2	0	0	17580	2
2	0	2	0	0	17581	2
2	0	2	0	0	17582	2
2	0	2	0	0	17583	2
2	2	2	0	2	17584	1
2	0	2	12	12	17585	2
2	0	2	0	0	17586	2
2	0	2	0	0	17587	2
2	1	2	0	1	17588	0
2	0	2	1	1	17589	2
2	0	2	0	0	17590	2
2	0	2	0	0	17591	2
2	0	2	0	0	17592	2
2	0	2	0	0	17593	2
2	0	2	0	0	17594	2
2	0	2	0	0	17595	2
2	0	2	0	0	17596	2
2	0	2	0	0	17597	2
2	0	2	0	0	17598	2
2	0	2	0	0	17599	2
2	0	2	0	0	17600	2
2	0	2	0	0	17601	2
2	0	2	0	0	17602	2
2	0	2	0	0	17603	2
2	0	2	0	0	17604	2
2	0	2	0	0	17605	2
2	0	2	0	0	17606	2
2	0	2	0	0	17607	2
2	0	2	0	0	17608	2
2	0	2	0	0	17609	2
2	0	2	0	0	17610	2
2	0	2	0	0	17611	2
2	0	2	0	0	17612	2
2	0	2	0	0	17613	2
2	0	2	0	0	17614	2
2	0	2	0	0	17615	2
2	0	2	0	0	17616	2
2	0	2	0	0	17617	2
2	0	2	0	0	17618	2
2	0	2	0	0	17619	2
2	0	2	0	0	17620	2
2	0	2	0	0	17621	2
2	0	2	0	0	17622	2
2	0	2	0	0	17623	2
2	0	2	0	0	17624	2
2	0	2	0	0	17625	2
2	0	2	0	0	17626	2
2	0	2	0	0	17627	2
2	0	2	0	0	17628	2
2	0	2	0	0	17629	2
2	0	2	0	0	17630	2
2	0	2	0	0	17631	2
2	0	2	0	0	17632	2
2	0	2	0	0	17633	2
2	0	2	0	0	17634	2
2	0	2	0	0	17635	2
2	0	2	0	0	17636	2
2	0	2	0	0	17637	2
2	0	2	0	0	17638	2
2	0	2	0	0	17639	2
2	0	2	0	0	17640	2
2	0	2	0	0	17641	2
2	0	2	0	0	17642	2
2	0	2	0	0	17643	2
2	0	2	0	0	17644	2
2	0	2	0	0	17645	2
2	0	2	0	0	17646	2
2	0	2	0	0	17647	2
2	0	2	0	0	17648	2
2	0	2	0	0	17649	2
2	0	2	0	0	17650	2
2	0	2	0	0	17651	2
2	0	2	0	0	17652	2
2	0	2	1	1	17653	2
2	0	2	0	0	17654	2
2	0	2	0	0	17655	2
2	0	2	0	0	17656	2
2	0	2	0	0	17657	2
2	0	2	0	0	17658	2
2	0	2	0	0	17659	2
2	0	2	0	0	17660	2
2	0	2	0	0	17661	2
2	0	2	0	0	17662	2
2	0	2	0	0	17663	2
2	0	2	0	0	17664	2
2	0	2	0	0	17665	2
2	0	2	0	0	17666	2
2	0	2	0	0	17667	2
2	0	2	0	0	17668	2
2	0	2	0	0	17669	2
2	0	2	0	0	17670	2
2	0	2	0	0	17671	2
2	0	2	0	0	17672	2
2	0	2	0	0	17673	2
2	0	2	0	0	17674	2
2	0	2	0	0	17675	2
2	0	2	0	0	17676	2
2	0	2	0	0	17677	2
2	0	2	0	0	17678	2
2	0	2	0	0	17679	2
2	0	2	0	0	17680	2
2	0	2	0	0	17681	2
2	0	2	0	0	17682	2
2	0	2	0	0	17683	2
2	0	2	0	0	17684	2
2	0	2	0	0	17685	2
2	0	2	0	0	17686	2
2	0	2	0	0	17687	2
2	0	2	0	0	17688	2
2	0	2	0	0	17689	2
2	0	2	0	0	17690	2
2	0	2	0	0	17691	2
2	0	2	0	0	17692	2
2	0	2	0	0	17693	2
2	0	2	0	0	17694	2
2	0	2	0	0	17695	2
2	0	2	0	0	17696	2
2	0	2	0	0	17697	2
2	0	2	0	0	17698	2
2	0	2	0	0	17699	2
2	0	2	0	0	17700	2
2	0	2	0	0	17701	2
2	0	2	0	0	17702	2
2	0	2	0	0	17703	2
2	0	2	0	0	17704	2
2	0	2	0	0	17705	2
2	0	2	0	0	17706	2
2	0	2	0	0	17707	2
2	0	2	0	0	17708	2
2	0	2	0	0	17709	2
2	0	2	0	0	17710	2
2	0	2	0	0	17711	2
2	0	2	0	0	17712	2
2	0	2	0	0	17713	2
2	0	2	0	0	17714	2
2	0	2	0	0	17715	2
2	0	2	0	0	17716	2
2	0	2	0	0	17717	2
2	0	2	0	0	17718	2
2	0	2	0	0	17719	2
2	0	2	0	0	17720	2
2	0	2	0	0	17721	2
2	0	2	0	0	17722	2
2	0	2	0	0	17723	2
2	0	2	0	0	17724	2
2	0	2	0	0	17725	2
2	0	2	0	0	17726	2
2	0	2	0	0	17727	2
2	0	2	0	0	17728	2
2	0	2	0	0	17729	2
2	0	2	0	0	17730	2
2	0	2	0	0	17731	2
2	0	2	0	0	17732	2
2	0	2	0	0	17733	2
2	0	2	0	0	17734	2
2	0	2	0	0	17735	2
2	0	2	0	0	17736	2
2	0	2	0	0	17737	2
2	0	2	0	0	17738	2
2	0	2	0	0	17739	2
2	0	2	0	0	17740	2
2	0	2	0	0	17741	2
2	0	2	0	0	17742	2
2	0	2	0	0	17743	2
2	0	2	0	0	17744	2
2	0	2	0	0	17745	2
2	0	2	0	0	17746	2
2	0	2	0	0	17747	2
2	0	2	0	0	17748	2
2	0	2	0	0	17749	2
2	0	2	0	0	17750	2
2	0	2	0	0	17751	2
2	0	2	0	0	17752	2
2	0	2	0	0	17753	2
2	0	2	0	0	17754	2
2	0	2	0	0	17755	2
2	0	2	0	0	17756	2
2	0	2	0	0	17757	2
2	0	2	0	0	17758	2
2	0	2	0	0	17759	2
2	0	2	0	0	17760	2
2	0	2	0	0	17761	2
2	0	2	0	0	17762	2
2	0	2	0	0	17763	2
2	0	2	0	0	17764	2
2	0	2	0	0	17765	2
2	0	2	0	0	17766	2
2	0	2	0	0	17767	2
2	0	2	0	0	17768	2
2	0	2	0	0	17769	2
2	0	2	0	0	17770	2
2	0	2	0	0	17771	2
2	0	2	0	0	17772	2
2	0	2	0	0	17773	2
2	0	2	0	0	17774	2
2	0	2	1	1	17775	2
2	0	2	0	0	17776	2
2	0	2	0	0	17777	2
2	0	2	0	0	17778	2
2	0	2	0	0	17779	2
2	0	2	0	0	17780	2
2	0	2	0	0	17781	2
2	0	2	0	0	17782	2
2	0	2	0	0	17783	2
2	0	2	0	0	17784	2
2	0	2	0	0	17785	2
2	0	2	0	0	17786	2
2	0	2	0	0	17787	2
2	0	2	0	0	17788	2
2	0	2	0	0	17789	2
2	0	2	0	0	17790	2
2	0	2	0	0	17791	2
2	0	2	0	0	17792	2
2	0	2	0	0	17793	2
2	0	2	0	0	17794	2
2	0	2	0	0	17795	2
2	0	2	0	0	17796	2
2	0	2	0	0	17797	2
2	0	2	0	0	17798	2
2	0	2	0	0	17799	2
2	0	2	0	0	17800	2
2	0	2	0	0	17801	2
2	0	2	0	0	17802	2
2	0	2	0	0	17803	2
2	0	2	0	0	17804	2
2	0	2	0	0	17805	2
2	0	2	0	0	17806	2
2	0	2	0	0	17807	2
2	0	2	0	0	17808	2
2	0	2	0	0	17809	2
2	0	2	0	0	17810	2
2	0	2	0	0	17811	2
2	0	2	0	0	17812	2
2	0	2	0	0	17813	2
2	0	2	0	0	17814	2
2	0	2	0	0	17815	2
2	0	2	0	0	17816	2
2	0	2	0	0	17817	2
2	0	2	0	0	17818	2
2	0	2	0	0	17819	2
2	0	2	0	0	17820	2
2	0	2	0	0	17821	2
2	0	2	0	0	17822	2
2	0	2	0	0	17823	2
2	0	2	0	0	17824	2
2	0	2	0	0	17825	2
2	0	2	0	0	17826	2
2	0	2	0	0	17827	2
2	0	2	0	0	17828	2
2	0	2	0	0	17829	2
2	0	2	0	0	17830	2
2	0	2	0	0	17831	2
2	0	2	0	0	17832	2
2	0	2	0	0	17833	2
2	0	2	0	0	17834	2
2	0	2	0	0	17835	2
2	0	2	0	0	17836	2
2	0	2	0	0	17837	2
2	0	2	0	0	17838	2
2	0	2	0	0	17839	2
2	0	2	0	0	17840	2
2	0	2	0	0	17841	2
2	0	2	0	0	17842	2
2	0	2	0	0	17843	2
2	0	2	0	0	17844	2
2	0	2	0	0	17845	2
2	0	2	0	0	17846	2
2	0	2	0	0	17847	2
2	0	2	0	0	17848	2
2	0	2	0	0	17849	2
2	0	2	0	0	17850	2
2	0	2	0	0	17851	2
2	0	2	0	0	17852	2
2	0	2	0	0	17853	2
2	0	2	0	0	17854	2
2	0	2	0	0	17855	2
2	0	2	0	0	17856	2
2	0	2	0	0	17857	2
2	0	2	0	0	17858	2
2	0	2	0	0	17859	2
2	0	2	0	0	17860	2
2	0	2	0	0	17861	2
2	0	2	0	0	17862	2
2	0	2	0	0	17863	2
2	0	2	0	0	17864	2
2	0	2	0	0	17865	2
2	0	2	0	0	17866	2
2	0	2	0	0	17867	2
2	0	2	0	0	17868	2
2	0	2	0	0	17869	2
2	0	2	0	0	17870	2
2	0	2	0	0	17871	2
2	0	2	0	0	17872	2
2	0	2	0	0	17873	2
2	0	2	0	0	17874	2
2	0	2	0	0	17875	2
2	0	2	0	0	17876	2
2	0	2	0	0	17877	2
2	0	2	0	0	17878	2
2	0	2	0	0	17879	2
2	0	2	0	0	17880	2
2	0	2	0	0	17881	2
2	0	2	0	0	17882	2
2	0	2	0	0	17883	2
2	0	2	0	0	17884	2
2	0	2	0	0	17885	2
2	0	2	0	0	17886	2
2	0	2	0	0	17887	2
2	0	2	0	0	17888	2
2	0	2	0	0	17889	2
2	0	2	0	0	17890	2
2	0	2	0	0	17891	2
2	0	2	0	0	17892	2
2	0	2	0	0	17893	2
2	0	2	0	0	17894	2
2	0	2	0	0	17895	2
2	0	2	0	0	17896	2
2	0	2	0	0	17897	2
2	0	2	0	0	17898	2
2	0	2	0	0	17899	2
2	0	2	0	0	17900	2
2	0	2	0	0	17901	2
2	0	2	0	0	17902	2
2	0	2	0	0	17903	2
2	0	2	0	0	17904	2
2	0	2	0	0	17905	2
2	0	2	0	0	17906	2
2	27	2	1	28	17907	0
2	11	2	73	84	17908	1
2	0	2	2	2	17909	2
2	0	2	0	0	17910	2
2	8	2	0	8	17911	0
2	0	2	21	21	17912	2
2	0	2	0	0	17913	2
2	0	2	0	0	17914	2
2	0	2	0	0	17915	2
2	0	2	0	0	17916	2
2	0	2	0	0	17917	2
2	0	2	0	0	17918	2
2	0	2	0	0	17919	2
2	0	2	0	0	17920	2
2	0	2	0	0	17921	2
2	0	2	0	0	17922	2
2	0	2	0	0	17923	2
2	0	2	0	0	17924	2
2	0	2	0	0	17925	2
2	0	2	0	0	17926	2
2	0	2	0	0	17927	2
2	0	2	0	0	17928	2
2	0	2	0	0	17929	2
2	0	2	0	0	17930	2
2	0	2	0	0	17931	2
2	0	2	0	0	17932	2
2	0	2	0	0	17933	2
2	0	2	0	0	17934	2
2	0	2	0	0	17935	2
2	0	2	0	0	17936	2
2	0	2	0	0	17937	2
2	0	2	0	0	17938	2
2	0	2	0	0	17939	2
2	0	2	0	0	17940	2
2	0	2	0	0	17941	2
2	0	2	0	0	17942	2
2	0	2	0	0	17943	2
2	0	2	0	0	17944	2
2	0	2	0	0	17945	2
2	0	2	0	0	17946	2
2	0	2	0	0	17947	2
2	0	2	0	0	17948	2
2	0	2	0	0	17949	2
2	0	2	0	0	17950	2
2	0	2	0	0	17951	2
2	0	2	0	0	17952	2
2	0	2	0	0	17953	2
2	0	2	0	0	17954	2
2	0	2	0	0	17955	2
2	1	2	0	1	17956	1
2	0	2	0	0	17957	2
2	0	2	0	0	17958	2
2	1	2	0	1	17959	0
2	0	2	0	0	17960	2
2	0	2	0	0	17961	2
2	0	2	0	0	17962	2
2	0	2	0	0	17963	2
2	0	2	0	0	17964	2
2	0	2	0	0	17965	2
2	0	2	0	0	17966	2
2	0	2	0	0	17967	2
2	0	2	0	0	17968	2
2	0	2	0	0	17969	2
2	0	2	0	0	17970	2
2	0	2	0	0	17971	2
2	0	2	0	0	17972	2
2	0	2	0	0	17973	2
2	0	2	0	0	17974	2
2	0	2	0	0	17975	2
2	0	2	0	0	17976	2
2	0	2	0	0	17977	2
2	0	2	0	0	17978	2
2	0	2	0	0	17979	2
2	0	2	0	0	17980	2
2	0	2	1	1	17981	2
2	0	2	0	0	17982	2
2	0	2	0	0	17983	2
2	0	2	0	0	17984	2
2	0	2	0	0	17985	2
2	0	2	0	0	17986	2
2	0	2	0	0	17987	2
2	0	2	0	0	17988	2
2	0	2	0	0	17989	2
2	0	2	0	0	17990	2
2	0	2	0	0	17991	2
2	0	2	0	0	17992	2
2	0	2	0	0	17993	2
2	0	2	0	0	17994	2
2	0	2	0	0	17995	2
2	0	2	0	0	17996	2
2	0	2	0	0	17997	2
2	0	2	0	0	17998	2
2	0	2	0	0	17999	2
2	0	2	0	0	18000	2
2	0	2	0	0	18001	2
2	0	2	0	0	18002	2
2	0	2	0	0	18003	2
2	0	2	0	0	18004	2
2	0	2	0	0	18005	2
2	0	2	0	0	18006	2
2	0	2	0	0	18007	2
2	0	2	0	0	18008	2
2	0	2	0	0	18009	2
2	0	2	0	0	18010	2
2	0	2	0	0	18011	2
2	0	2	0	0	18012	2
2	0	2	0	0	18013	2
2	0	2	0	0	18014	2
2	0	2	0	0	18015	2
2	0	2	0	0	18016	2
2	0	2	0	0	18017	2
2	0	2	0	0	18018	2
2	0	2	0	0	18019	2
2	0	2	0	0	18020	2
2	0	2	0	0	18021	2
2	0	2	0	0	18022	2
2	0	2	0	0	18023	2
2	0	2	0	0	18024	2
2	0	2	0	0	18025	2
2	0	2	0	0	18026	2
2	0	2	0	0	18027	2
2	0	2	0	0	18028	2
2	0	2	0	0	18029	2
2	0	2	0	0	18030	2
2	0	2	0	0	18031	2
2	0	2	0	0	18032	2
2	0	2	0	0	18033	2
2	0	2	0	0	18034	2
2	0	2	0	0	18035	2
2	0	2	0	0	18036	2
2	0	2	0	0	18037	2
2	0	2	0	0	18038	2
2	0	2	0	0	18039	2
2	0	2	0	0	18040	2
2	0	2	0	0	18041	2
2	0	2	0	0	18042	2
2	0	2	0	0	18043	2
2	0	2	0	0	18044	2
2	0	2	0	0	18045	2
2	0	2	0	0	18046	2
2	0	2	0	0	18047	2
2	0	2	0	0	18048	2
2	0	2	0	0	18049	2
2	0	2	0	0	18050	2
2	0	2	0	0	18051	2
2	0	2	0	0	18052	2
2	0	2	0	0	18053	2
2	0	2	0	0	18054	2
2	0	2	0	0	18055	2
2	0	2	0	0	18056	2
2	0	2	0	0	18057	2
2	0	2	0	0	18058	2
2	0	2	0	0	18059	2
2	0	2	0	0	18060	2
2	0	2	0	0	18061	2
2	0	2	0	0	18062	2
2	0	2	0	0	18063	2
2	0	2	0	0	18064	2
2	0	2	0	0	18065	2
2	0	2	0	0	18066	2
2	0	2	0	0	18067	2
2	0	2	0	0	18068	2
2	0	2	0	0	18069	2
2	0	2	0	0	18070	2
2	0	2	0	0	18071	2
2	0	2	0	0	18072	2
2	0	2	0	0	18073	2
2	0	2	0	0	18074	2
2	0	2	0	0	18075	2
2	0	2	0	0	18076	2
2	0	2	0	0	18077	2
2	0	2	0	0	18078	2
2	0	2	0	0	18079	2
2	0	2	0	0	18080	2
2	0	2	0	0	18081	2
2	0	2	0	0	18082	2
2	0	2	0	0	18083	2
2	0	2	0	0	18084	2
2	0	2	0	0	18085	2
2	0	2	0	0	18086	2
2	0	2	0	0	18087	2
2	0	2	0	0	18088	2
2	0	2	0	0	18089	2
2	0	2	0	0	18090	2
2	0	2	0	0	18091	2
2	0	2	0	0	18092	2
2	0	2	0	0	18093	2
2	0	2	0	0	18094	2
2	0	2	0	0	18095	2
2	0	2	0	0	18096	2
2	0	2	0	0	18097	2
2	0	2	0	0	18098	2
2	0	2	0	0	18099	2
2	0	2	0	0	18100	2
2	0	2	0	0	18101	2
2	0	2	0	0	18102	2
2	0	2	0	0	18103	2
2	0	2	0	0	18104	2
2	0	2	0	0	18105	2
2	0	2	0	0	18106	2
2	0	2	0	0	18107	2
2	0	2	0	0	18108	2
2	0	2	0	0	18109	2
2	0	2	0	0	18110	2
2	0	2	0	0	18111	2
2	0	2	0	0	18112	2
2	0	2	0	0	18113	2
2	0	2	0	0	18114	2
2	0	2	0	0	18115	2
2	0	2	0	0	18116	2
2	0	2	0	0	18117	2
2	0	2	0	0	18118	2
2	0	2	0	0	18119	2
2	0	2	0	0	18120	2
2	0	2	0	0	18121	2
2	0	2	0	0	18122	2
2	0	2	0	0	18123	2
2	0	2	0	0	18124	2
2	0	2	0	0	18125	2
2	0	2	0	0	18126	2
2	0	2	0	0	18127	2
2	0	2	0	0	18128	2
2	0	2	0	0	18129	2
2	0	2	0	0	18130	2
2	0	2	0	0	18131	2
2	0	2	0	0	18132	2
2	0	2	0	0	18133	2
2	0	2	0	0	18134	2
2	0	2	0	0	18135	2
2	0	2	0	0	18136	2
2	0	2	0	0	18137	2
2	0	2	0	0	18138	2
2	0	2	0	0	18139	2
2	0	2	0	0	18140	2
2	0	2	0	0	18141	2
2	0	2	0	0	18142	2
2	0	2	0	0	18143	2
2	0	2	0	0	18144	2
2	0	2	0	0	18145	2
2	0	2	0	0	18146	2
2	0	2	0	0	18147	2
2	0	2	0	0	18148	2
2	0	2	0	0	18149	2
2	0	2	0	0	18150	2
2	0	2	0	0	18151	2
2	0	2	0	0	18152	2
2	0	2	0	0	18153	2
2	0	2	0	0	18154	2
2	0	2	0	0	18155	2
2	0	2	0	0	18156	2
2	0	2	0	0	18157	2
2	0	2	0	0	18158	2
2	0	2	0	0	18159	2
2	0	2	0	0	18160	2
2	0	2	0	0	18161	2
2	0	2	0	0	18162	2
2	0	2	0	0	18163	2
2	0	2	0	0	18164	2
2	0	2	0	0	18165	2
2	0	2	0	0	18166	2
2	0	2	0	0	18167	2
2	0	2	0	0	18168	2
2	0	2	0	0	18169	2
2	0	2	0	0	18170	2
2	0	2	0	0	18171	2
2	0	2	0	0	18172	2
2	0	2	0	0	18173	2
2	0	2	0	0	18174	2
2	0	2	0	0	18175	2
2	0	2	0	0	18176	2
2	0	2	0	0	18177	2
2	0	2	0	0	18178	2
2	0	2	0	0	18179	2
2	0	2	0	0	18180	2
2	0	2	0	0	18181	2
2	0	2	0	0	18182	2
2	0	2	0	0	18183	2
2	0	2	0	0	18184	2
2	0	2	0	0	18185	2
2	0	2	0	0	18186	2
2	0	2	0	0	18187	2
2	0	2	0	0	18188	2
2	0	2	0	0	18189	2
2	0	2	0	0	18190	2
2	0	2	0	0	18191	2
2	0	2	0	0	18192	2
2	0	2	0	0	18193	2
2	0	2	0	0	18194	2
2	0	2	0	0	18195	2
2	0	2	0	0	18196	2
2	0	2	0	0	18197	2
2	0	2	0	0	18198	2
2	0	2	0	0	18199	2
2	0	2	0	0	18200	2
2	0	2	0	0	18201	2
2	0	2	0	0	18202	2
2	0	2	0	0	18203	2
2	0	2	0	0	18204	2
2	0	2	0	0	18205	2
2	0	2	0	0	18206	2
2	0	2	0	0	18207	2
2	0	2	0	0	18208	2
2	0	2	0	0	18209	2
2	0	2	0	0	18210	2
2	1	2	3	4	18211	1
2	0	2	0	0	18212	2
2	0	2	0	0	18213	2
2	0	2	0	0	18214	2
2	0	2	0	0	18215	2
2	0	2	0	0	18216	2
2	0	2	0	0	18217	2
2	0	2	0	0	18218	2
2	0	2	0	0	18219	2
2	0	2	0	0	18220	2
2	0	2	0	0	18221	2
2	0	2	0	0	18222	2
2	0	2	0	0	18223	2
2	0	2	0	0	18224	2
2	0	2	0	0	18225	2
2	0	2	0	0	18226	2
2	0	2	0	0	18227	2
2	0	2	0	0	18228	2
2	0	2	0	0	18229	2
2	0	2	0	0	18230	2
2	0	2	0	0	18231	2
2	0	2	0	0	18232	2
2	0	2	0	0	18233	2
2	0	2	0	0	18234	2
2	0	2	0	0	18235	2
2	0	2	0	0	18236	2
2	0	2	0	0	18237	2
2	0	2	0	0	18238	2
2	0	2	0	0	18239	2
2	0	2	0	0	18240	2
2	0	2	0	0	18241	2
2	0	2	0	0	18242	2
2	0	2	0	0	18243	2
2	0	2	0	0	18244	2
2	0	2	0	0	18245	2
2	0	2	0	0	18246	2
2	0	2	0	0	18247	2
2	0	2	0	0	18248	2
2	0	2	0	0	18249	2
2	0	2	0	0	18250	2
2	0	2	0	0	18251	2
2	0	2	0	0	18252	2
2	0	2	0	0	18253	2
2	0	2	0	0	18254	2
2	0	2	0	0	18255	2
2	0	2	0	0	18256	2
2	0	2	0	0	18257	2
2	0	2	0	0	18258	2
2	0	2	0	0	18259	2
2	0	2	0	0	18260	2
2	0	2	0	0	18261	2
2	0	2	0	0	18262	2
2	0	2	0	0	18263	2
2	0	2	0	0	18264	2
2	0	2	0	0	18265	2
2	0	2	0	0	18266	2
2	0	2	0	0	18267	2
2	0	2	0	0	18268	2
2	0	2	0	0	18269	2
2	0	2	0	0	18270	2
2	0	2	0	0	18271	2
2	0	2	0	0	18272	2
2	0	2	0	0	18273	2
2	0	2	0	0	18274	2
2	0	2	0	0	18275	2
2	0	2	0	0	18276	2
2	0	2	0	0	18277	2
2	0	2	0	0	18278	2
2	0	2	0	0	18279	2
2	0	2	0	0	18280	2
2	0	2	1	1	18281	2
2	0	2	0	0	18282	2
2	0	2	0	0	18283	2
2	0	2	0	0	18284	2
2	0	2	0	0	18285	2
2	1	2	0	1	18286	0
2	0	2	25	25	18287	2
2	0	2	0	0	18288	2
2	0	2	0	0	18289	2
2	0	2	0	0	18290	2
2	0	2	1	1	18291	2
2	0	2	0	0	18292	2
2	0	2	0	0	18293	2
2	0	2	0	0	18294	2
2	0	2	0	0	18295	2
2	0	2	0	0	18296	2
2	0	2	0	0	18297	2
2	0	2	0	0	18298	2
2	0	2	0	0	18299	2
2	0	2	0	0	18300	2
2	0	2	0	0	18301	2
2	0	2	0	0	18302	2
2	0	2	0	0	18303	2
2	0	2	0	0	18304	2
2	0	2	0	0	18305	2
2	0	2	0	0	18306	2
2	0	2	0	0	18307	2
2	0	2	0	0	18308	2
2	0	2	0	0	18309	2
2	0	2	0	0	18310	2
2	0	2	0	0	18311	2
2	0	2	0	0	18312	2
2	0	2	0	0	18313	2
2	0	2	0	0	18314	2
2	0	2	0	0	18315	2
2	0	2	0	0	18316	2
2	0	2	0	0	18317	2
2	0	2	0	0	18318	2
2	0	2	0	0	18319	2
2	0	2	0	0	18320	2
2	0	2	0	0	18321	2
2	0	2	0	0	18322	2
2	0	2	0	0	18323	2
2	0	2	0	0	18324	2
2	0	2	0	0	18325	2
2	0	2	0	0	18326	2
2	0	2	0	0	18327	2
2	0	2	0	0	18328	2
2	0	2	0	0	18329	2
2	0	2	0	0	18330	2
2	0	2	0	0	18331	2
2	0	2	0	0	18332	2
2	0	2	0	0	18333	2
2	0	2	0	0	18334	2
2	0	2	0	0	18335	2
2	0	2	0	0	18336	2
2	0	2	0	0	18337	2
2	0	2	0	0	18338	2
2	0	2	0	0	18339	2
2	0	2	0	0	18340	2
2	0	2	0	0	18341	2
2	0	2	0	0	18342	2
2	0	2	0	0	18343	2
2	0	2	0	0	18344	2
2	0	2	0	0	18345	2
2	0	2	4	4	18346	2
2	0	2	0	0	18347	2
2	0	2	0	0	18348	2
2	0	2	0	0	18349	2
2	0	2	0	0	18350	2
2	0	2	0	0	18351	2
2	0	2	0	0	18352	2
2	0	2	0	0	18353	2
2	0	2	0	0	18354	2
2	0	2	0	0	18355	2
2	0	2	0	0	18356	2
2	0	2	0	0	18357	2
2	0	2	0	0	18358	2
2	0	2	0	0	18359	2
2	0	2	0	0	18360	2
2	0	2	0	0	18361	2
2	0	2	0	0	18362	2
2	0	2	0	0	18363	2
2	0	2	0	0	18364	2
2	0	2	0	0	18365	2
2	0	2	0	0	18366	2
2	0	2	0	0	18367	2
2	0	2	0	0	18368	2
2	0	2	0	0	18369	2
2	0	2	0	0	18370	2
2	0	2	0	0	18371	2
2	0	2	0	0	18372	2
2	0	2	0	0	18373	2
2	0	2	0	0	18374	2
2	0	2	0	0	18375	2
2	0	2	0	0	18376	2
2	0	2	0	0	18377	2
2	0	2	0	0	18378	2
2	0	2	0	0	18379	2
2	0	2	0	0	18380	2
2	0	2	0	0	18381	2
2	0	2	0	0	18382	2
