diacritic_pos	diacritic_freq	no_diacritic_pos	no_diacritic_freq	total_freq	cnt	detected
2	0	2	0	0	24760	2
2	0	2	0	0	24761	2
2	0	2	0	0	24762	2
2	0	2	0	0	24763	2
2	0	2	0	0	24764	2
2	0	2	0	0	24765	2
2	0	2	0	0	24766	2
2	0	2	0	0	24767	2
2	0	2	0	0	24768	2
2	0	2	10	10	24769	2
2	0	2	0	0	24770	2
2	0	2	0	0	24771	2
2	1	2	1	2	24772	1
2	0	2	0	0	24773	2
2	0	2	0	0	24774	2
2	0	2	0	0	24775	2
2	0	2	0	0	24776	2
2	0	2	0	0	24777	2
2	0	2	0	0	24778	2
2	0	2	0	0	24779	2
2	0	2	0	0	24780	2
2	0	2	0	0	24781	2
2	0	2	0	0	24782	2
2	0	2	0	0	24783	2
2	0	2	0	0	24784	2
2	0	2	0	0	24785	2
2	0	2	0	0	24786	2
2	0	2	0	0	24787	2
2	0	2	0	0	24788	2
2	0	2	0	0	24789	2
2	0	2	0	0	24790	2
2	0	2	0	0	24791	2
2	0	2	0	0	24792	2
2	0	2	0	0	24793	2
2	0	2	0	0	24794	2
2	0	2	0	0	24795	2
2	0	2	0	0	24796	2
2	0	2	0	0	24797	2
2	0	2	0	0	24798	2
2	0	2	0	0	24799	2
2	0	2	0	0	24800	2
2	0	2	4	4	24801	2
2	0	2	0	0	24802	2
2	0	2	0	0	24803	2
2	0	2	1	1	24804	2
2	0	2	0	0	24805	2
2	0	2	0	0	24806	2
2	0	2	0	0	24807	2
2	0	2	0	0	24808	2
2	0	2	0	0	24809	2
2	0	2	0	0	24810	2
2	0	2	0	0	24811	2
2	0	2	0	0	24812	2
2	0	2	0	0	24813	2
2	0	2	0	0	24814	2
2	0	2	0	0	24815	2
2	0	2	0	0	24816	2
2	0	2	0	0	24817	2
2	0	2	0	0	24818	2
2	0	2	0	0	24819	2
2	0	2	0	0	24820	2
2	0	2	0	0	24821	2
2	0	2	0	0	24822	2
2	0	2	0	0	24823	2
2	0	2	0	0	24824	2
2	0	2	0	0	24825	2
2	0	2	0	0	24826	2
2	0	2	2	2	24827	2
2	0	2	0	0	24828	2
2	0	2	0	0	24829	2
2	0	2	0	0	24830	2
2	0	2	0	0	24831	2
2	0	2	0	0	24832	2
2	0	2	0	0	24833	2
2	0	2	0	0	24834	2
2	0	2	0	0	24835	2
2	0	2	0	0	24836	2
2	0	2	0	0	24837	2
2	0	2	0	0	24838	2
2	0	2	0	0	24839	2
2	0	2	1	1	24840	2
2	0	2	0	0	24841	2
2	0	2	0	0	24842	2
2	1	2	0	1	24843	0
2	0	2	0	0	24844	2
2	0	2	0	0	24845	2
2	0	2	0	0	24846	2
2	0	2	0	0	24847	2
2	0	2	0	0	24848	2
2	0	2	0	0	24849	2
2	0	2	0	0	24850	2
2	0	2	0	0	24851	2
2	0	2	0	0	24852	2
2	0	2	0	0	24853	2
2	0	2	0	0	24854	2
2	0	2	0	0	24855	2
2	0	2	0	0	24856	2
2	0	2	0	0	24857	2
2	0	2	0	0	24858	2
2	0	2	0	0	24859	2
2	0	2	0	0	24860	2
2	0	2	0	0	24861	2
2	0	2	0	0	24862	2
2	0	2	0	0	24863	2
2	0	2	0	0	24864	2
2	0	2	0	0	24865	2
2	0	2	0	0	24866	2
2	0	2	0	0	24867	2
2	0	2	0	0	24868	2
2	0	2	0	0	24869	2
2	0	2	0	0	24870	2
2	0	2	0	0	24871	2
2	0	2	0	0	24872	2
2	0	2	0	0	24873	2
2	0	2	0	0	24874	2
2	0	2	0	0	24875	2
2	0	2	0	0	24876	2
2	0	2	0	0	24877	2
2	0	2	0	0	24878	2
2	0	2	0	0	24879	2
2	0	2	0	0	24880	2
2	1	2	28	29	24881	1
2	0	2	0	0	24882	2
2	0	2	0	0	24883	2
2	1	2	0	1	24884	1
2	0	2	0	0	24885	2
2	0	2	0	0	24886	2
2	0	2	0	0	24887	2
2	0	2	0	0	24888	2
2	0	2	0	0	24889	2
2	0	2	0	0	24890	2
2	0	2	0	0	24891	2
2	0	2	0	0	24892	2
2	0	2	0	0	24893	2
2	1	2	0	1	24894	0
2	0	2	0	0	24895	2
2	0	2	0	0	24896	2
2	0	2	0	0	24897	2
2	0	2	0	0	24898	2
2	0	2	0	0	24899	2
2	0	2	0	0	24900	2
2	0	2	0	0	24901	2
2	0	2	0	0	24902	2
2	0	2	0	0	24903	2
2	0	2	0	0	24904	2
2	0	2	0	0	24905	2
2	0	2	0	0	24906	2
2	0	2	0	0	24907	2
2	0	2	14	14	24908	2
2	0	2	0	0	24909	2
2	0	2	0	0	24910	2
2	0	2	0	0	24911	2
2	0	2	0	0	24912	2
2	0	2	0	0	24913	2
2	0	2	2	2	24914	2
2	0	2	0	0	24915	2
2	0	2	0	0	24916	2
2	0	2	0	0	24917	2
2	0	2	0	0	24918	2
2	0	2	0	0	24919	2
2	0	2	0	0	24920	2
2	0	2	0	0	24921	2
2	0	2	0	0	24922	2
2	0	2	0	0	24923	2
2	0	2	0	0	24924	2
2	0	2	0	0	24925	2
2	0	2	0	0	24926	2
2	0	2	0	0	24927	2
2	0	2	0	0	24928	2
2	0	2	0	0	24929	2
2	0	2	0	0	24930	2
2	0	2	0	0	24931	2
2	0	2	0	0	24932	2
2	0	2	0	0	24933	2
2	0	2	0	0	24934	2
2	0	2	0	0	24935	2
2	0	2	0	0	24936	2
2	5	4	740	745	24937	1
2	0	2	0	0	24938	2
2	0	2	0	0	24939	2
2	3	4	0	3	24940	0
2	0	2	26	26	24941	2
2	8	2	0	8	24942	0
2	0	2	0	0	24943	2
2	0	2	0	0	24944	2
2	0	2	0	0	24945	2
2	0	2	0	0	24946	2
2	0	2	0	0	24947	2
2	0	2	0	0	24948	2
2	0	2	0	0	24949	2
2	0	2	0	0	24950	2
2	0	2	0	0	24951	2
2	0	2	0	0	24952	2
2	0	2	0	0	24953	2
2	0	2	0	0	24954	2
2	3	2	24	27	24955	1
2	0	2	3	3	24956	2
2	0	2	0	0	24957	2
2	2	2	3	5	24958	0
2	0	2	6	6	24959	2
2	0	2	0	0	24960	2
2	0	2	0	0	24961	2
2	0	2	0	0	24962	2
2	0	2	0	0	24963	2
2	0	2	0	0	24964	2
2	0	2	0	0	24965	2
2	0	2	0	0	24966	2
2	0	2	0	0	24967	2
2	0	2	16	16	24968	2
2	0	2	1	1	24969	2
2	0	2	0	0	24970	2
2	0	2	0	0	24971	2
2	0	2	0	0	24972	2
2	0	2	0	0	24973	2
2	0	2	0	0	24974	2
2	0	2	0	0	24975	2
2	0	2	0	0	24976	2
2	0	2	0	0	24977	2
2	0	2	0	0	24978	2
2	0	2	0	0	24979	2
2	0	2	0	0	24980	2
2	0	2	0	0	24981	2
2	0	2	0	0	24982	2
2	0	2	0	0	24983	2
2	0	2	0	0	24984	2
2	0	2	0	0	24985	2
2	0	2	0	0	24986	2
2	0	2	0	0	24987	2
2	0	2	0	0	24988	2
2	0	2	0	0	24989	2
2	0	2	0	0	24990	2
2	0	2	0	0	24991	2
2	0	2	0	0	24992	2
2	0	2	0	0	24993	2
2	0	2	0	0	24994	2
2	0	2	0	0	24995	2
2	0	2	0	0	24996	2
2	0	2	0	0	24997	2
2	0	2	0	0	24998	2
2	0	2	0	0	24999	2
2	0	2	0	0	25000	2
2	0	2	0	0	25001	2
2	0	2	10	10	25002	2
2	0	2	0	0	25003	2
2	0	2	0	0	25004	2
2	0	2	0	0	25005	2
2	0	2	0	0	25006	2
2	0	2	0	0	25007	2
2	0	2	0	0	25008	2
2	0	2	0	0	25009	2
2	0	2	0	0	25010	2
2	0	2	1	1	25011	2
2	0	2	0	0	25012	2
2	0	2	0	0	25013	2
2	0	2	0	0	25014	2
2	0	2	0	0	25015	2
0	0	4	0	0	25016	2
2	357	2	4	361	25017	1
2	0	2	0	0	25018	2
2	0	2	0	0	25019	2
2	2	2	0	2	25020	1
2	0	2	0	0	25021	2
2	0	2	0	0	25022	2
2	0	2	0	0	25023	2
2	0	2	0	0	25024	2
2	0	2	0	0	25025	2
2	0	2	0	0	25026	2
2	0	2	0	0	25027	2
2	0	2	0	0	25028	2
2	0	2	0	0	25029	2
2	0	2	0	0	25030	2
2	0	2	0	0	25031	2
2	0	2	0	0	25032	2
2	0	2	0	0	25033	2
2	0	2	0	0	25034	2
2	0	2	0	0	25035	2
2	0	2	0	0	25036	2
2	0	2	0	0	25037	2
2	0	2	0	0	25038	2
2	0	2	0	0	25039	2
2	0	2	0	0	25040	2
2	0	2	0	0	25041	2
2	0	2	0	0	25042	2
2	0	2	0	0	25043	2
2	0	2	0	0	25044	2
2	0	2	0	0	25045	2
2	0	2	0	0	25046	2
2	0	2	0	0	25047	2
2	0	2	0	0	25048	2
2	0	2	0	0	25049	2
2	0	2	0	0	25050	2
2	0	2	0	0	25051	2
2	0	2	0	0	25052	2
2	0	2	0	0	25053	2
2	0	2	0	0	25054	2
2	0	2	0	0	25055	2
2	0	2	0	0	25056	2
2	0	2	0	0	25057	2
2	0	2	0	0	25058	2
2	0	2	0	0	25059	2
2	0	2	0	0	25060	2
2	0	2	0	0	25061	2
2	0	2	0	0	25062	2
2	0	2	0	0	25063	2
2	0	2	0	0	25064	2
2	0	2	0	0	25065	2
2	0	2	0	0	25066	2
2	0	2	0	0	25067	2
2	0	2	0	0	25068	2
2	0	2	0	0	25069	2
2	0	2	0	0	25070	2
2	0	2	0	0	25071	2
2	0	2	0	0	25072	2
2	0	2	0	0	25073	2
2	0	2	0	0	25074	2
2	0	2	0	0	25075	2
2	0	2	1	1	25076	2
2	0	2	0	0	25077	2
2	0	2	0	0	25078	2
2	0	2	0	0	25079	2
2	0	2	0	0	25080	2
2	0	2	0	0	25081	2
2	0	2	0	0	25082	2
2	0	2	0	0	25083	2
2	0	2	0	0	25084	2
2	0	2	0	0	25085	2
2	0	2	0	0	25086	2
2	0	2	0	0	25087	2
2	0	2	0	0	25088	2
2	0	2	0	0	25089	2
2	0	2	0	0	25090	2
2	0	2	0	0	25091	2
2	0	2	0	0	25092	2
2	0	2	1	1	25093	2
2	0	2	0	0	25094	2
2	0	2	0	0	25095	2
2	0	2	0	0	25096	2
2	0	2	0	0	25097	2
2	0	2	0	0	25098	2
2	1	2	0	1	25099	0
2	0	2	0	0	25100	2
2	0	2	0	0	25101	2
2	0	2	0	0	25102	2
2	0	2	0	0	25103	2
2	0	2	0	0	25104	2
2	0	2	0	0	25105	2
2	2	4	265	267	25106	1
2	0	2	0	0	25107	2
2	0	2	0	0	25108	2
2	0	4	27	27	25109	2
2	0	2	1	1	25110	2
0	0	2	1	1	25111	2
2	0	2	0	0	25112	2
2	0	2	0	0	25113	2
2	0	2	0	0	25114	2
2	0	2	0	0	25115	2
2	0	2	0	0	25116	2
2	0	2	0	0	25117	2
2	11	2	0	11	25118	0
2	0	2	0	0	25119	2
2	0	2	0	0	25120	2
2	0	2	0	0	25121	2
2	0	2	0	0	25122	2
2	0	2	0	0	25123	2
2	0	2	0	0	25124	2
2	0	2	0	0	25125	2
2	0	2	0	0	25126	2
2	7	4	1	8	25127	0
2	0	2	14	14	25128	2
2	0	2	1	1	25129	2
2	0	2	0	0	25130	2
2	0	2	0	0	25131	2
2	0	2	0	0	25132	2
2	0	2	0	0	25133	2
2	0	2	0	0	25134	2
2	0	2	0	0	25135	2
2	0	2	0	0	25136	2
2	0	2	0	0	25137	2
2	0	2	0	0	25138	2
2	0	2	0	0	25139	2
2	0	2	0	0	25140	2
2	0	2	0	0	25141	2
2	0	2	0	0	25142	2
2	0	2	0	0	25143	2
2	0	2	0	0	25144	2
2	0	2	0	0	25145	2
2	0	2	0	0	25146	2
2	0	2	0	0	25147	2
2	0	2	0	0	25148	2
2	0	2	0	0	25149	2
2	0	2	0	0	25150	2
2	0	2	0	0	25151	2
2	0	2	0	0	25152	2
2	0	2	0	0	25153	2
2	0	2	0	0	25154	2
2	0	2	0	0	25155	2
2	0	2	0	0	25156	2
2	0	2	0	0	25157	2
2	0	2	0	0	25158	2
2	0	2	0	0	25159	2
2	0	2	0	0	25160	2
2	0	2	0	0	25161	2
2	0	2	0	0	25162	2
2	0	2	0	0	25163	2
2	0	2	0	0	25164	2
2	0	2	0	0	25165	2
2	0	2	0	0	25166	2
2	0	2	1	1	25167	2
2	0	2	0	0	25168	2
2	0	2	0	0	25169	2
2	0	2	0	0	25170	2
2	0	2	0	0	25171	2
2	0	2	0	0	25172	2
2	0	2	0	0	25173	2
2	0	2	0	0	25174	2
2	0	2	14	14	25175	2
2	0	2	0	0	25176	2
2	0	2	0	0	25177	2
2	0	2	2	2	25178	2
2	0	2	0	0	25179	2
2	0	4	46	46	25180	2
2	0	2	0	0	25181	2
2	0	2	0	0	25182	2
2	0	4	31	31	25183	2
2	0	2	0	0	25184	2
2	1	2	0	1	25185	0
2	0	2	0	0	25186	2
2	0	2	0	0	25187	2
2	0	2	0	0	25188	2
2	0	2	0	0	25189	2
2	0	2	0	0	25190	2
2	0	2	0	0	25191	2
2	0	2	0	0	25192	2
2	0	2	0	0	25193	2
2	0	2	0	0	25194	2
2	0	2	0	0	25195	2
2	0	2	0	0	25196	2
2	0	2	0	0	25197	2
2	0	2	0	0	25198	2
2	0	2	0	0	25199	2
2	0	2	0	0	25200	2
2	0	2	0	0	25201	2
2	0	2	0	0	25202	2
2	0	2	0	0	25203	2
2	0	2	0	0	25204	2
2	0	2	0	0	25205	2
2	0	2	0	0	25206	2
2	0	2	0	0	25207	2
2	0	2	0	0	25208	2
2	0	2	0	0	25209	2
2	0	2	0	0	25210	2
2	0	2	0	0	25211	2
2	0	2	0	0	25212	2
2	0	2	0	0	25213	2
2	0	2	0	0	25214	2
2	0	2	0	0	25215	2
2	0	2	0	0	25216	2
2	0	2	0	0	25217	2
2	0	2	0	0	25218	2
2	0	2	0	0	25219	2
2	0	2	0	0	25220	2
2	0	2	0	0	25221	2
2	0	2	0	0	25222	2
2	0	2	0	0	25223	2
2	0	2	0	0	25224	2
2	0	2	0	0	25225	2
2	0	2	0	0	25226	2
2	0	2	0	0	25227	2
2	0	2	0	0	25228	2
2	0	2	0	0	25229	2
2	0	2	0	0	25230	2
2	0	2	0	0	25231	2
2	0	2	0	0	25232	2
2	0	2	0	0	25233	2
2	0	2	0	0	25234	2
2	0	2	0	0	25235	2
2	0	2	0	0	25236	2
2	0	2	0	0	25237	2
2	0	2	0	0	25238	2
2	0	2	0	0	25239	2
2	0	2	0	0	25240	2
2	0	2	0	0	25241	2
2	3	2	0	3	25242	0
2	0	2	7	7	25243	2
2	0	2	0	0	25244	2
2	0	2	0	0	25245	2
2	0	2	0	0	25246	2
2	0	2	3	3	25247	2
2	0	2	0	0	25248	2
2	0	2	0	0	25249	2
2	0	2	0	0	25250	2
2	0	2	0	0	25251	2
2	0	2	0	0	25252	2
2	0	2	0	0	25253	2
2	0	2	0	0	25254	2
2	0	2	0	0	25255	2
2	0	2	0	0	25256	2
2	0	2	0	0	25257	2
2	0	2	0	0	25258	2
2	0	2	0	0	25259	2
2	0	2	0	0	25260	2
2	0	2	0	0	25261	2
2	0	2	0	0	25262	2
2	0	2	0	0	25263	2
2	0	2	0	0	25264	2
2	0	2	0	0	25265	2
2	0	2	0	0	25266	2
2	0	2	0	0	25267	2
2	0	2	0	0	25268	2
2	0	2	0	0	25269	2
2	0	2	0	0	25270	2
2	0	2	0	0	25271	2
2	74	2	0	74	25272	0
2	21	2	204	225	25273	1
2	0	2	3	3	25274	2
2	0	2	0	0	25275	2
2	8	2	1	9	25276	1
2	0	2	99	99	25277	2
2	0	2	0	0	25278	2
2	0	2	0	0	25279	2
2	0	2	0	0	25280	2
2	0	2	0	0	25281	2
2	0	2	0	0	25282	2
2	0	2	0	0	25283	2
2	0	2	0	0	25284	2
2	0	2	0	0	25285	2
2	0	2	0	0	25286	2
2	0	2	0	0	25287	2
2	0	2	0	0	25288	2
2	0	2	0	0	25289	2
2	0	2	0	0	25290	2
2	0	2	0	0	25291	2
2	0	2	0	0	25292	2
2	0	2	0	0	25293	2
2	0	2	0	0	25294	2
2	0	2	0	0	25295	2
2	1	2	0	1	25296	1
2	0	2	3	3	25297	2
2	0	2	0	0	25298	2
2	0	2	0	0	25299	2
2	0	2	0	0	25300	2
2	0	2	0	0	25301	2
2	0	2	0	0	25302	2
2	0	2	0	0	25303	2
2	0	2	0	0	25304	2
2	0	2	0	0	25305	2
2	0	2	0	0	25306	2
2	0	2	0	0	25307	2
2	0	2	2	2	25308	2
2	0	2	0	0	25309	2
2	0	2	0	0	25310	2
2	0	2	0	0	25311	2
2	0	2	0	0	25312	2
2	0	2	0	0	25313	2
2	0	2	0	0	25314	2
2	0	2	0	0	25315	2
2	3	2	0	3	25316	0
2	1	2	28	29	25317	1
2	0	2	0	0	25318	2
2	0	2	0	0	25319	2
2	21	2	0	21	25320	0
2	0	2	133	133	25321	2
2	0	2	0	0	25322	2
2	0	2	0	0	25323	2
2	0	2	4	4	25324	2
2	0	2	12	12	25325	2
2	0	2	0	0	25326	2
2	0	2	0	0	25327	2
2	0	2	0	0	25328	2
2	0	2	0	0	25329	2
2	0	2	0	0	25330	2
2	0	2	0	0	25331	2
2	0	2	0	0	25332	2
2	0	2	0	0	25333	2
2	0	2	0	0	25334	2
2	0	2	0	0	25335	2
2	0	2	0	0	25336	2
2	0	2	0	0	25337	2
2	0	2	0	0	25338	2
2	0	2	0	0	25339	2
2	0	2	0	0	25340	2
2	0	2	0	0	25341	2
2	0	2	0	0	25342	2
2	0	2	0	0	25343	2
2	0	2	0	0	25344	2
2	0	2	0	0	25345	2
2	0	2	0	0	25346	2
2	0	2	0	0	25347	2
2	0	2	0	0	25348	2
2	0	2	0	0	25349	2
2	0	2	0	0	25350	2
2	6	2	0	6	25351	0
2	0	2	2	2	25352	2
2	0	2	0	0	25353	2
2	0	2	0	0	25354	2
2	0	2	1	1	25355	2
2	0	2	0	0	25356	2
2	0	2	0	0	25357	2
2	0	2	0	0	25358	2
2	0	2	0	0	25359	2
2	0	2	0	0	25360	2
2	0	2	1	1	25361	2
2	0	2	0	0	25362	2
2	0	2	0	0	25363	2
2	0	2	0	0	25364	2
2	0	2	0	0	25365	2
2	0	2	0	0	25366	2
2	0	2	0	0	25367	2
2	0	2	0	0	25368	2
2	0	2	0	0	25369	2
2	0	2	0	0	25370	2
2	0	2	0	0	25371	2
2	0	2	0	0	25372	2
2	0	2	0	0	25373	2
2	0	2	0	0	25374	2
2	0	2	0	0	25375	2
2	0	2	0	0	25376	2
2	0	2	0	0	25377	2
2	0	2	0	0	25378	2
2	0	2	0	0	25379	2
2	0	2	0	0	25380	2
2	0	2	0	0	25381	2
2	0	2	0	0	25382	2
2	0	2	0	0	25383	2
2	0	2	0	0	25384	2
2	0	2	0	0	25385	2
2	0	2	0	0	25386	2
2	0	2	0	0	25387	2
2	0	2	0	0	25388	2
2	0	2	0	0	25389	2
2	0	2	0	0	25390	2
2	0	2	0	0	25391	2
2	0	2	0	0	25392	2
2	0	2	0	0	25393	2
2	0	2	0	0	25394	2
2	0	2	0	0	25395	2
2	0	2	0	0	25396	2
2	0	2	0	0	25397	2
2	0	2	0	0	25398	2
2	0	2	0	0	25399	2
2	0	2	0	0	25400	2
2	0	2	0	0	25401	2
2	0	2	0	0	25402	2
2	0	2	0	0	25403	2
2	0	2	0	0	25404	2
2	0	2	0	0	25405	2
2	0	2	0	0	25406	2
2	0	2	0	0	25407	2
2	0	2	0	0	25408	2
2	0	2	0	0	25409	2
2	0	2	3	3	25410	2
2	0	2	0	0	25411	2
2	0	2	0	0	25412	2
2	0	2	0	0	25413	2
2	0	2	0	0	25414	2
2	0	2	0	0	25415	2
2	0	2	0	0	25416	2
2	0	2	0	0	25417	2
2	0	2	0	0	25418	2
2	0	2	0	0	25419	2
2	0	2	0	0	25420	2
2	0	2	0	0	25421	2
2	0	2	0	0	25422	2
2	0	2	0	0	25423	2
2	0	2	0	0	25424	2
2	0	2	0	0	25425	2
2	0	2	0	0	25426	2
2	0	2	0	0	25427	2
2	0	2	0	0	25428	2
2	0	2	0	0	25429	2
2	0	2	0	0	25430	2
2	0	2	0	0	25431	2
2	0	2	0	0	25432	2
2	0	2	0	0	25433	2
2	0	2	0	0	25434	2
2	0	2	0	0	25435	2
2	0	2	0	0	25436	2
2	0	2	0	0	25437	2
2	0	2	0	0	25438	2
2	0	2	0	0	25439	2
2	0	2	0	0	25440	2
2	0	2	0	0	25441	2
2	0	2	0	0	25442	2
2	0	2	0	0	25443	2
2	0	2	0	0	25444	2
2	0	2	0	0	25445	2
2	0	2	0	0	25446	2
2	0	2	0	0	25447	2
2	45	2	0	45	25448	0
2	0	2	0	0	25449	2
2	0	2	0	0	25450	2
2	0	2	0	0	25451	2
2	0	2	0	0	25452	2
2	0	2	0	0	25453	2
2	0	2	0	0	25454	2
2	14	2	215	229	25455	1
2	0	2	8	8	25456	2
2	0	2	0	0	25457	2
2	24	2	18	42	25458	0
2	0	2	109	109	25459	2
2	0	2	69	69	25460	2
2	0	2	0	0	25461	2
2	0	2	0	0	25462	2
2	0	2	0	0	25463	2
2	0	2	0	0	25464	2
2	0	2	0	0	25465	2
2	0	2	0	0	25466	2
2	0	2	0	0	25467	2
2	0	2	0	0	25468	2
2	0	2	0	0	25469	2
2	0	2	0	0	25470	2
2	0	2	0	0	25471	2
2	0	2	0	0	25472	2
2	0	2	0	0	25473	2
2	0	2	0	0	25474	2
2	0	2	0	0	25475	2
2	0	2	0	0	25476	2
2	0	2	0	0	25477	2
2	0	2	0	0	25478	2
2	0	2	0	0	25479	2
2	0	2	0	0	25480	2
2	0	2	0	0	25481	2
2	0	2	0	0	25482	2
2	0	2	0	0	25483	2
2	0	2	0	0	25484	2
2	0	2	0	0	25485	2
2	0	2	0	0	25486	2
2	0	2	0	0	25487	2
2	0	2	0	0	25488	2
2	0	2	0	0	25489	2
2	0	2	0	0	25490	2
2	0	2	0	0	25491	2
2	0	2	0	0	25492	2
2	0	2	0	0	25493	2
2	0	2	0	0	25494	2
2	0	2	0	0	25495	2
2	0	2	0	0	25496	2
2	0	2	0	0	25497	2
2	0	2	0	0	25498	2
2	0	2	0	0	25499	2
2	0	2	0	0	25500	2
2	0	2	0	0	25501	2
2	0	2	0	0	25502	2
2	0	2	0	0	25503	2
2	0	2	0	0	25504	2
2	251	2	0	251	25505	0
2	0	2	0	0	25506	2
2	0	4	525	525	25507	2
2	0	2	0	0	25508	2
2	0	2	0	0	25509	2
2	0	4	673	673	25510	2
2	0	2	0	0	25511	2
2	5	2	2657	2662	25512	0
2	42	2	0	42	25513	0
2	0	2	257	257	25514	2
2	6	2	0	6	25515	0
2	1	2	19	20	25516	1
2	0	2	0	0	25517	2
2	0	2	0	0	25518	2
2	0	2	3	3	25519	2
2	0	2	2	2	25520	2
2	1	2	0	1	25521	0
2	14	2	61	75	25522	1
2	0	2	0	0	25523	2
2	0	2	0	0	25524	2
2	3	2	0	3	25525	0
2	0	2	10	10	25526	2
2	0	2	0	0	25527	2
2	0	2	0	0	25528	2
2	0	2	0	0	25529	2
2	0	2	0	0	25530	2
2	0	2	0	0	25531	2
2	0	2	0	0	25532	2
2	0	2	0	0	25533	2
2	0	2	0	0	25534	2
2	0	2	0	0	25535	2
2	0	2	0	0	25536	2
2	0	2	0	0	25537	2
2	0	2	0	0	25538	2
2	0	2	0	0	25539	2
2	0	2	0	0	25540	2
2	0	2	0	0	25541	2
2	0	2	0	0	25542	2
2	0	2	0	0	25543	2
2	0	2	0	0	25544	2
2	0	2	0	0	25545	2
2	0	2	0	0	25546	2
2	0	4	4	4	25547	2
2	0	2	0	0	25548	2
2	0	2	0	0	25549	2
2	0	4	1	1	25550	2
2	0	2	1	1	25551	2
2	0	2	0	0	25552	2
2	0	2	0	0	25553	2
2	0	2	0	0	25554	2
2	0	2	0	0	25555	2
2	85	2	1162	1247	25556	1
2	0	2	34	34	25557	2
2	0	2	6	6	25558	2
2	107	2	704	811	25559	0
2	763	2	2	765	25560	0
2	0	2	704	704	25561	2
2	34	2	2	36	25562	1
2	0	2	169	169	25563	2
2	0	2	0	0	25564	2
2	0	2	0	0	25565	2
2	0	2	0	0	25566	2
2	0	2	1	1	25567	2
2	0	2	0	0	25568	2
2	0	2	0	0	25569	2
2	0	2	0	0	25570	2
2	0	2	0	0	25571	2
2	0	2	0	0	25572	2
2	0	2	0	0	25573	2
2	0	2	0	0	25574	2
2	0	2	0	0	25575	2
2	1	2	9	10	25576	1
2	0	2	0	0	25577	2
2	0	2	0	0	25578	2
2	1	2	0	1	25579	1
2	0	2	0	0	25580	2
2	0	2	0	0	25581	2
2	0	2	0	0	25582	2
2	0	2	0	0	25583	2
2	0	2	0	0	25584	2
2	0	2	0	0	25585	2
2	0	2	0	0	25586	2
2	4	2	0	4	25587	0
2	0	2	0	0	25588	2
2	0	2	0	0	25589	2
2	0	2	0	0	25590	2
2	0	2	0	0	25591	2
2	0	2	0	0	25592	2
2	0	2	0	0	25593	2
2	1	2	44	45	25594	1
2	0	2	0	0	25595	2
2	0	2	1	1	25596	2
2	1	2	0	1	25597	1
2	0	2	5	5	25598	2
2	1028	4	19	1047	25599	1
2	13	4	19	32	25600	0
2	0	2	0	0	25601	2
2	0	2	0	0	25602	2
2	0	2	0	0	25603	2
2	0	2	0	0	25604	2
2	0	2	0	0	25605	2
2	0	2	0	0	25606	2
2	0	2	0	0	25607	2
2	0	2	0	0	25608	2
2	0	2	0	0	25609	2
2	0	2	0	0	25610	2
2	0	2	0	0	25611	2
2	0	2	0	0	25612	2
2	0	2	0	0	25613	2
2	0	2	0	0	25614	2
2	0	2	0	0	25615	2
2	0	2	0	0	25616	2
2	0	2	0	0	25617	2
2	0	2	0	0	25618	2
2	7	2	0	7	25619	0
2	0	2	0	0	25620	2
2	0	2	0	0	25621	2
2	0	2	0	0	25622	2
2	0	2	0	0	25623	2
2	0	2	0	0	25624	2
2	0	2	0	0	25625	2
2	17	2	127	144	25626	1
2	0	2	0	0	25627	2
2	0	2	0	0	25628	2
2	5	2	17	22	25629	0
2	0	2	11	11	25630	2
2	0	2	0	0	25631	2
2	0	2	0	0	25632	2
2	0	2	0	0	25633	2
2	0	2	0	0	25634	2
2	0	2	0	0	25635	2
2	0	2	0	0	25636	2
2	0	2	0	0	25637	2
2	1	2	10	11	25638	1
2	0	2	0	0	25639	2
2	0	2	0	0	25640	2
2	0	2	0	0	25641	2
2	0	2	8	8	25642	2
2	0	2	0	0	25643	2
2	0	2	0	0	25644	2
2	0	2	0	0	25645	2
2	0	2	0	0	25646	2
2	0	2	0	0	25647	2
2	0	2	0	0	25648	2
2	0	2	0	0	25649	2
2	0	2	0	0	25650	2
2	0	2	0	0	25651	2
2	0	2	0	0	25652	2
2	0	2	0	0	25653	2
2	0	2	0	0	25654	2
2	0	2	0	0	25655	2
2	0	2	0	0	25656	2
2	0	2	0	0	25657	2
2	0	2	0	0	25658	2
2	0	2	0	0	25659	2
2	0	2	0	0	25660	2
2	0	2	0	0	25661	2
2	0	2	0	0	25662	2
2	0	2	0	0	25663	2
2	0	2	0	0	25664	2
2	0	2	0	0	25665	2
2	0	2	0	0	25666	2
2	0	2	0	0	25667	2
2	0	2	0	0	25668	2
2	0	2	0	0	25669	2
2	0	2	0	0	25670	2
2	0	2	0	0	25671	2
2	0	2	0	0	25672	2
2	0	2	0	0	25673	2
2	0	2	0	0	25674	2
2	0	2	0	0	25675	2
2	0	2	0	0	25676	2
2	0	2	0	0	25677	2
2	0	2	0	0	25678	2
2	0	2	0	0	25679	2
2	0	2	0	0	25680	2
2	0	2	0	0	25681	2
2	0	2	0	0	25682	2
2	0	2	0	0	25683	2
2	0	2	0	0	25684	2
2	0	2	0	0	25685	2
2	0	2	0	0	25686	2
2	0	2	0	0	25687	2
2	0	2	0	0	25688	2
